"","sex","yob","g2000","g2002","g2004","p2000","p2002","p2004","treatment","cluster","voted","hh_id","hh_size","numberofnames","p2004_mean","g2004_mean","age","bintreat"
"192596","male",1945,"yes","yes","yes","yes","no","Yes"," Control",5592,"No",100639,2,21,0.2857143,0.9047619,61,0
"86428","female",1973,"yes","yes","yes","no","yes","No"," Control",2487,"Yes",44751,2,21,0.2857143,0.9047619,33,0
"5625","male",1925,"yes","no","yes","no","no","Yes"," Control",167,"Yes",3006,1,21,0.7619048,0.952381,81,0
"228217","male",1967,"yes","yes","yes","yes","no","No"," Neighbors",6647,"No",119629,2,21,0.1428571,0.7619048,39,1
"7843","female",1951,"no","yes","yes","no","yes","Yes"," Control",231,"No",4153,2,21,0.6190476,1,55,0
"287824","female",1956,"yes","yes","yes","no","yes","Yes"," Control",8339,"No",150096,3,21,0.6190476,0.7619048,50,0
"305380","male",1938,"yes","no","yes","no","no","Yes"," Control",8847,"Yes",159229,2,21,0.5714286,0.952381,68,0
"72937","male",1961,"yes","yes","yes","no","no","No"," Control",2102,"No",37827,2,21,0.1428571,0.952381,45,0
"134572","female",1946,"yes","yes","yes","no","yes","No"," Control",3883,"Yes",69894,2,21,0.0952381,0.8571429,60,0
"105834","female",1950,"no","yes","yes","no","yes","No"," Control",3045,"No",54808,2,21,0.3333333,0.8571429,56,0
"20827","female",1963,"yes","yes","yes","yes","yes","No"," Control",612,"No",11008,2,21,0.2380952,0.952381,43,0
"192083","male",1983,"no","yes","yes","no","yes","Yes"," Control",5577,"No",100379,4,21,0.3333333,1,23,0
"102180","male",1950,"no","yes","yes","no","yes","No"," Control",2941,"No",52926,2,21,0.047619,0.952381,56,0
"206578","female",1939,"yes","yes","yes","yes","no","No"," Control",6008,"Yes",108131,2,21,0.3809524,0.9047619,67,0
"310793","female",1942,"yes","yes","yes","no","no","Yes"," Control",9002,"No",162021,1,21,0.4761905,1,64,0
"84151","female",1961,"yes","yes","yes","yes","yes","No"," Control",2420,"Yes",43554,3,21,0.1428571,0.8571429,45,0
"130516","female",1934,"yes","yes","yes","no","no","Yes"," Control",3763,"Yes",67725,3,21,0.5714286,0.9047619,72,0
"142026","male",1933,"yes","yes","yes","no","no","Yes"," Neighbors",4102,"Yes",73820,2,21,0.3333333,1,73,1
"218136","male",1961,"yes","yes","yes","no","no","Yes"," Control",6347,"No",114246,2,21,0.5238096,0.9047619,45,0
"63546","female",1969,"no","no","yes","no","no","No"," Control",1831,"No",32953,2,21,0.1904762,0.952381,37,0
"160831","female",1948,"yes","yes","yes","no","yes","Yes"," Control",4662,"No",83912,1,19,0.4210526,0.9473684,58,0
"45164","female",1953,"yes","yes","yes","no","yes","No"," Control",1308,"No",23533,2,21,0.1428571,1,53,0
"188748","female",1942,"yes","yes","yes","no","yes","No"," Control",5479,"Yes",98619,2,21,0.3809524,1,64,0
"128169","male",1948,"yes","yes","yes","no","yes","No"," Neighbors",3696,"No",66516,2,21,0.3809524,0.952381,58,1
"214065","male",1953,"yes","yes","yes","no","yes","No"," Control",6228,"No",112090,3,21,0.0952381,1,53,0
"33543","male",1944,"yes","yes","yes","no","no","No"," Control",973,"Yes",17509,2,21,0.0952381,0.952381,62,0
"202926","female",1974,"no","no","yes","yes","no","No"," Control",5896,"No",106127,2,21,0.2380952,0.6666667,32,0
"255614","male",1976,"yes","yes","yes","no","no","Yes"," Control",7437,"Yes",133850,2,21,0.2380952,1,30,0
"92349","male",1951,"yes","yes","yes","no","yes","No"," Control",2661,"No",47893,2,19,0.2631579,1,55,0
"107021","female",1967,"yes","yes","yes","no","no","No"," Control",3079,"No",55412,2,21,0.3333333,0.8571429,39,0
"17187","male",1942,"yes","yes","yes","no","no","No"," Control",505,"No",9076,2,21,0.1904762,0.952381,64,0
"145484","female",1955,"yes","yes","yes","no","no","Yes"," Neighbors",4206,"No",75703,2,21,0.2857143,0.8571429,51,1
"199893","male",1945,"yes","no","yes","no","no","No"," Control",5805,"No",104486,2,21,0.4285714,0.952381,61,0
"124136","female",1953,"yes","yes","yes","yes","yes","Yes"," Control",3577,"Yes",64385,3,21,0.5714286,0.952381,53,0
"34706","female",1953,"yes","no","yes","no","no","Yes"," Control",1008,"No",18129,4,21,0.2380952,0.8571429,53,0
"308208","female",1969,"yes","yes","yes","no","yes","No"," Control",8927,"No",160683,2,21,0.1904762,0.8095238,37,0
"237098","female",1946,"yes","yes","yes","no","yes","No"," Control",6910,"No",124380,2,21,0.047619,0.7619048,60,0
"234398","female",1958,"yes","yes","yes","yes","no","No"," Control",6830,"Yes",122940,2,21,0.0952381,0.8571429,48,0
"36776","female",1945,"yes","yes","yes","no","yes","No"," Control",1066,"Yes",19187,2,21,0.2857143,0.9047619,61,0
"102287","female",1956,"yes","yes","yes","no","no","No"," Control",2944,"No",52981,2,21,0.047619,0.952381,50,0
"226526","female",1945,"yes","yes","yes","no","no","Yes"," Control",6596,"No",118726,2,21,0.5238096,0.952381,61,0
"54763","female",1965,"yes","yes","yes","yes","no","No"," Control",1582,"No",28469,2,21,0.2380952,0.9047619,41,0
"161276","male",1985,"no","no","yes","no","no","Yes"," Control",4676,"No",84154,4,21,0.7142857,0.952381,21,0
"222043","female",1975,"yes","yes","yes","no","no","No"," Neighbors",6464,"Yes",116337,2,21,0.5714286,0.7619048,31,1
"279975","female",1953,"yes","yes","yes","no","yes","No"," Neighbors",8130,"No",146338,2,21,0.3333333,1,53,1
"283456","male",1943,"yes","yes","yes","no","no","No"," Control",8221,"No",147972,2,21,0.0952381,1,63,0
"51872","female",1955,"yes","yes","yes","no","yes","No"," Control",1498,"No",26954,3,21,0.047619,1,51,0
"206563","female",1940,"yes","yes","yes","no","no","Yes"," Control",6007,"No",108123,2,21,0.5714286,1,66,0
"14724","female",1958,"yes","yes","yes","yes","no","Yes"," Control",433,"Yes",7784,3,21,0.4761905,0.9047619,48,0
"61534","female",1968,"yes","yes","yes","yes","yes","No"," Control",1774,"No",31921,1,21,0.1904762,0.952381,38,0
"164026","female",1980,"no","no","yes","no","no","No"," Control",4756,"No",85603,4,21,0.4285714,0.8095238,26,0
"62517","female",1974,"yes","yes","yes","no","yes","No"," Control",1802,"Yes",32434,2,21,0.1904762,1,32,0
"308879","male",1958,"yes","no","yes","no","no","No"," Control",8945,"No",161008,2,21,0.3333333,0.952381,48,0
"18682","male",1954,"yes","yes","yes","no","no","Yes"," Neighbors",548,"Yes",9847,2,21,0.4285714,0.8571429,52,1
"340922","male",1938,"yes","yes","yes","no","no","No"," Control",9902,"No",178222,2,21,0.6190476,1,68,0
"18143","female",1940,"yes","yes","yes","no","yes","No"," Control",531,"No",9555,2,21,0.047619,0.8571429,66,0
"261267","male",1924,"yes","yes","yes","no","yes","No"," Control",7600,"No",136795,2,21,0.047619,0.9047619,82,0
"244416","male",1956,"yes","yes","yes","yes","no","No"," Control",7116,"No",128087,2,21,0.3333333,0.8571429,50,0
"307667","female",1986,"no","no","yes","no","no","Yes"," Control",8912,"No",160399,3,21,0.4761905,0.9047619,20,0
"187803","female",1934,"yes","no","yes","yes","no","No"," Neighbors",5451,"No",98118,1,21,0.1428571,0.9047619,72,1
"221019","female",1950,"yes","no","yes","no","no","No"," Control",6434,"Yes",115805,2,21,0.1428571,0.9047619,56,0
"175524","female",1961,"yes","yes","yes","no","yes","No"," Neighbors",5091,"No",91622,2,21,0.3809524,1,45,1
"85878","female",1978,"yes","yes","yes","yes","yes","Yes"," Control",2471,"No",44473,4,21,0.7619048,0.952381,28,0
"200059","female",1981,"yes","yes","yes","no","no","No"," Neighbors",5810,"No",104575,4,21,0.1904762,1,25,1
"302809","male",1942,"yes","yes","yes","no","no","Yes"," Control",8768,"Yes",157814,3,21,0.1904762,1,64,0
"252081","male",1964,"no","yes","yes","no","no","No"," Neighbors",7334,"No",132000,2,21,0.4761905,0.952381,42,1
"180411","male",1965,"yes","yes","yes","no","no","No"," Control",5234,"No",94197,2,21,0.3333333,1,41,0
"23969","male",1984,"no","yes","yes","no","no","No"," Neighbors",706,"No",12694,3,21,0.3333333,0.952381,22,1
"48960","female",1951,"yes","yes","yes","yes","yes","No"," Neighbors",1414,"No",25447,2,21,0.0952381,0.952381,55,1
"153955","female",1952,"yes","yes","yes","no","yes","No"," Control",4456,"Yes",80208,2,21,0.1904762,0.952381,54,0
"104527","female",1961,"yes","yes","yes","no","no","No"," Control",3007,"No",54120,2,21,0.1904762,0.952381,45,0
"268836","male",1958,"yes","yes","yes","no","yes","No"," Control",7820,"No",140749,2,21,0.2380952,0.952381,48,0
"201112","male",1943,"yes","yes","yes","no","no","Yes"," Control",5841,"No",105137,2,21,0.2857143,0.8571429,63,0
"85155","female",1962,"yes","yes","yes","no","no","No"," Neighbors",2451,"No",44109,2,21,0.2380952,0.952381,44,1
"305511","female",1940,"yes","yes","yes","no","no","No"," Control",8850,"No",159296,2,21,0.4761905,0.952381,66,0
"207257","male",1963,"yes","yes","yes","no","yes","Yes"," Control",6028,"Yes",108497,2,21,0.1904762,0.8571429,43,0
"338198","male",1982,"no","no","yes","no","no","Yes"," Control",9818,"No",176721,4,21,0.4761905,0.8571429,24,0
"142969","female",1953,"yes","yes","yes","no","no","No"," Control",4132,"No",74365,2,21,0.3333333,0.8571429,53,0
"315464","female",1949,"yes","yes","yes","no","yes","No"," Control",9134,"No",164406,3,21,0.0952381,1,57,0
"53530","female",1974,"yes","yes","yes","no","yes","Yes"," Neighbors",1546,"No",27811,1,21,0.1428571,0.7619048,32,1
"42091","male",1962,"yes","yes","yes","no","yes","No"," Control",1219,"Yes",21940,2,21,0.2380952,0.952381,44,0
"186927","male",1941,"no","yes","yes","no","yes","Yes"," Control",5426,"Yes",97666,1,21,0.047619,0.8571429,65,0
"130782","male",1956,"yes","yes","yes","yes","no","No"," Control",3772,"No",67889,2,21,0.3333333,0.9047619,50,0
"20536","male",1949,"yes","yes","yes","no","no","No"," Control",603,"No",10842,2,21,0.0952381,1,57,0
"324429","male",1927,"yes","yes","yes","yes","no","Yes"," Control",9396,"No",169127,2,19,0.2631579,0.7368421,79,0
"234601","female",1966,"no","yes","yes","no","no","No"," Control",6837,"Yes",123054,2,21,0.2857143,0.9047619,40,0
"25482","female",1981,"yes","no","yes","no","no","No"," Control",748,"No",13459,2,21,0.2380952,1,25,0
"198481","female",1934,"no","no","yes","no","yes","Yes"," Control",5764,"No",103748,1,21,0.1904762,0.7619048,72,0
"189191","female",1950,"yes","yes","yes","no","no","No"," Control",5492,"Yes",98842,3,21,0.047619,0.952381,56,0
"89444","female",1967,"yes","yes","yes","yes","no","Yes"," Control",2578,"No",46390,2,21,0.4761905,1,39,0
"39452","male",1969,"no","no","yes","no","no","Yes"," Control",1144,"No",20579,2,21,0.2380952,0.8571429,37,0
"7275","female",1931,"yes","yes","yes","yes","no","No"," Control",215,"No",3854,1,21,0.047619,0.9047619,75,0
"114127","male",1950,"yes","yes","yes","no","no","Yes"," Control",3286,"No",59140,1,21,0.1904762,0.7619048,56,0
"207952","female",1978,"yes","yes","yes","yes","no","Yes"," Control",6049,"No",108876,2,21,0.3809524,0.952381,28,0
"7898","male",1928,"yes","yes","yes","yes","yes","Yes"," Control",233,"Yes",4180,2,21,0.2857143,0.952381,78,0
"208191","male",1951,"yes","yes","yes","no","no","Yes"," Control",6056,"Yes",109002,3,21,0.5238096,0.952381,55,0
"334619","male",1935,"yes","yes","yes","no","no","No"," Control",9708,"No",174734,1,21,0.2380952,0.8571429,71,0
"133067","male",1954,"yes","yes","yes","no","yes","No"," Control",3840,"Yes",69106,3,21,0.1904762,0.952381,52,0
"224800","female",1937,"yes","yes","yes","yes","no","No"," Control",6544,"Yes",117782,2,21,0.4285714,1,69,0
"113641","female",1969,"yes","yes","yes","yes","yes","No"," Control",3272,"No",58888,2,21,0.3809524,0.7619048,37,0
"56637","male",1962,"yes","yes","yes","no","yes","No"," Control",1636,"No",29435,2,21,0.3333333,0.952381,44,0
"6239","male",1952,"yes","yes","yes","no","no","No"," Control",186,"Yes",3332,3,21,0.0952381,0.8571429,54,0
"234310","male",1964,"yes","yes","yes","yes","no","No"," Control",6828,"No",122890,2,21,0.1428571,0.7619048,42,0
"151614","male",1946,"no","no","yes","no","no","Yes"," Control",4388,"Yes",78982,3,21,0.3333333,0.952381,60,0
"175906","female",1937,"yes","yes","yes","no","no","No"," Control",5101,"No",91817,2,21,0.1904762,0.952381,69,0
"302041","male",1965,"yes","yes","yes","no","no","No"," Control",8745,"No",157408,2,21,0.7619048,0.952381,41,0
"93818","female",1948,"yes","yes","yes","no","yes","No"," Control",2702,"No",48635,2,21,0.6666667,1,58,0
"159304","male",1983,"no","no","yes","no","no","No"," Control",4616,"No",83084,3,21,0.1428571,0.9047619,23,0
"117348","female",1963,"yes","yes","yes","no","no","No"," Control",3381,"No",60843,2,21,0.1904762,0.952381,43,0
"20380","male",1960,"yes","yes","yes","no","no","No"," Control",598,"No",10750,2,21,0.0952381,0.952381,46,0
"121245","female",1928,"yes","yes","yes","yes","no","No"," Neighbors",3493,"No",62867,2,19,0.3157895,0.9473684,78,1
"27196","male",1956,"yes","yes","yes","no","no","Yes"," Control",795,"No",14301,2,21,0.1904762,0.9047619,50,0
"222724","female",1986,"no","no","yes","no","no","No"," Control",6483,"No",116689,4,21,0.4761905,0.952381,20,0
"119045","male",1953,"yes","yes","yes","yes","yes","No"," Control",3430,"No",61729,3,21,0.3809524,1,53,0
"108298","female",1960,"yes","no","yes","no","no","No"," Control",3116,"No",56071,2,20,0.3,1,46,0
"296972","female",1957,"yes","yes","yes","no","no","No"," Neighbors",8605,"No",154876,2,21,0.1904762,0.8095238,49,1
"78909","male",1972,"yes","no","yes","no","no","No"," Control",2273,"No",40900,2,21,0.2857143,0.9047619,34,0
"325302","male",1981,"yes","yes","yes","yes","no","Yes"," Control",9424,"No",169624,3,21,0.5714286,0.952381,25,0
"13560","female",1967,"yes","yes","yes","yes","no","No"," Control",397,"Yes",7140,2,21,0.2380952,0.9047619,39,0
"219411","male",1945,"yes","yes","yes","yes","no","Yes"," Control",6386,"Yes",114935,3,21,0.5238096,0.8571429,61,0
"201652","female",1935,"yes","yes","yes","no","no","Yes"," Neighbors",5858,"No",105429,3,21,0.5238096,0.8571429,71,1
"200312","female",1952,"yes","yes","yes","no","yes","No"," Control",5817,"No",104700,2,21,0.0952381,1,54,0
"333282","male",1986,"no","no","yes","no","no","No"," Control",9668,"No",174012,3,21,0.3333333,1,20,0
"217841","male",1959,"yes","yes","yes","no","no","No"," Control",6339,"No",114093,2,21,0.1428571,0.9047619,47,0
"96205","female",1952,"yes","yes","yes","yes","no","No"," Neighbors",2771,"No",49875,2,21,0.3809524,0.9047619,54,1
"258787","male",1968,"yes","yes","yes","no","no","Yes"," Neighbors",7530,"No",135536,2,21,0.4761905,1,38,1
"280756","female",1966,"yes","no","yes","no","no","No"," Control",8151,"No",146717,2,21,0.2857143,1,40,0
"186156","male",1956,"yes","yes","yes","no","no","Yes"," Neighbors",5403,"No",97251,2,21,0.3333333,0.8095238,50,1
"234660","female",1939,"yes","no","yes","yes","no","Yes"," Control",6839,"No",123086,2,21,0.5238096,0.952381,67,0
"331290","female",1956,"yes","yes","yes","no","yes","Yes"," Control",9608,"Yes",172940,1,21,0.5238096,0.8095238,50,0
"170146","female",1986,"no","no","yes","no","no","No"," Control",4932,"No",88772,3,21,0.3333333,0.952381,20,0
"193776","female",1944,"yes","yes","yes","no","yes","No"," Control",5625,"No",101235,3,21,0.3333333,0.9047619,62,0
"29794","male",1947,"yes","yes","yes","no","no","No"," Control",867,"No",15600,4,21,0.047619,1,59,0
"292452","male",1984,"no","yes","yes","no","no","Yes"," Control",8473,"No",152498,6,21,0.5714286,1,22,0
"107142","male",1952,"yes","yes","yes","no","yes","Yes"," Control",3082,"No",55470,2,21,0.2857143,1,54,0
"107557","female",1967,"yes","yes","yes","yes","yes","No"," Control",3094,"No",55678,1,21,0.0952381,1,39,0
"76929","female",1962,"yes","yes","yes","no","no","No"," Control",2217,"Yes",39906,2,21,0.2380952,0.952381,44,0
"146205","female",1964,"yes","yes","yes","no","no","No"," Control",4227,"No",76077,3,21,0.4761905,0.9047619,42,0
"247036","female",1943,"yes","yes","yes","yes","yes","No"," Control",7189,"No",129397,2,21,0.5238096,0.952381,63,0
"14871","male",1964,"yes","yes","yes","no","no","No"," Control",437,"No",7856,2,21,0.0952381,0.8571429,42,0
"17022","male",1952,"yes","yes","yes","no","yes","No"," Control",500,"Yes",8983,2,21,0.3333333,1,54,0
"305780","female",1961,"no","no","yes","no","no","Yes"," Control",8858,"No",159432,2,21,0.6666667,0.952381,45,0
"224510","male",1957,"no","no","yes","no","no","No"," Control",6536,"No",117639,2,21,0.2380952,0.8095238,49,0
"114747","female",1942,"yes","yes","yes","no","yes","Yes"," Control",3305,"Yes",59480,2,21,0.4285714,1,64,0
"274867","female",1945,"yes","yes","yes","no","no","Yes"," Control",7989,"No",143785,5,21,0.3809524,0.952381,61,0
"327515","male",1954,"no","yes","yes","no","yes","Yes"," Control",9493,"Yes",170869,2,21,0.6190476,1,52,0
"233110","female",1962,"yes","no","yes","yes","no","Yes"," Control",6791,"Yes",122235,2,21,0.4761905,0.7619048,44,0
"299510","female",1961,"yes","yes","yes","no","no","No"," Neighbors",8673,"No",156110,2,21,0.047619,0.9047619,45,1
"282249","male",1955,"yes","yes","yes","yes","no","No"," Control",8190,"Yes",147412,4,21,0.4285714,0.952381,51,0
"92156","male",1963,"yes","yes","yes","no","no","Yes"," Control",2656,"No",47792,1,21,0.1904762,0.952381,43,0
"79614","male",1985,"no","no","yes","no","no","No"," Neighbors",2292,"No",41241,2,21,0.0952381,0.952381,21,1
"286572","male",1982,"yes","yes","yes","no","no","No"," Control",8304,"No",149458,4,21,0.3333333,0.952381,24,0
"159227","male",1950,"no","yes","yes","no","yes","No"," Control",4614,"No",83044,4,21,0.1904762,0.952381,56,0
"120258","male",1963,"yes","yes","yes","yes","yes","No"," Neighbors",3465,"Yes",62360,2,21,0.1904762,0.9047619,43,1
"332484","female",1955,"yes","yes","yes","no","no","No"," Control",9644,"No",173578,2,21,0.1904762,0.9047619,51,0
"154779","male",1963,"yes","yes","yes","no","yes","No"," Control",4481,"No",80658,2,21,0.1904762,0.8571429,43,0
"168368","female",1975,"no","no","yes","no","no","No"," Neighbors",4881,"No",87858,2,18,0.1666667,0.8333333,31,1
"239213","female",1952,"yes","no","yes","no","no","Yes"," Control",6971,"No",125476,2,21,0.6190476,1,54,0
"173291","male",1961,"yes","yes","yes","no","yes","Yes"," Control",5023,"Yes",90403,2,21,0.2380952,0.952381,45,0
"223673","female",1947,"yes","yes","yes","no","no","Yes"," Neighbors",6510,"No",117180,2,21,0.5238096,0.952381,59,1
"18770","female",1961,"yes","yes","yes","no","no","Yes"," Control",550,"No",9891,2,21,0.2380952,0.9047619,45,0
"133279","female",1934,"yes","yes","yes","no","yes","Yes"," Control",3846,"Yes",69222,2,21,0.3809524,0.8571429,72,0
"240755","male",1966,"yes","yes","yes","no","no","No"," Control",7014,"No",126238,2,21,0.1428571,0.6666667,40,0
"270454","male",1949,"yes","yes","yes","no","no","No"," Control",7863,"Yes",141533,3,21,0.047619,0.952381,57,0
"256484","male",1914,"yes","yes","yes","yes","no","Yes"," Control",7463,"Yes",134321,1,21,0.4761905,1,92,0
"332900","female",1944,"yes","yes","yes","no","no","No"," Neighbors",9656,"Yes",173806,2,21,0.3333333,1,62,1
"26223","female",1958,"yes","yes","yes","no","yes","No"," Control",768,"No",13813,2,21,0.3809524,0.952381,48,0
"254616","male",1923,"yes","yes","yes","no","no","No"," Neighbors",7408,"No",133332,2,21,0.5238096,1,83,1
"32286","male",1964,"yes","yes","yes","yes","no","Yes"," Control",939,"Yes",16887,2,21,0.4285714,0.952381,42,0
"201144","female",1955,"yes","yes","yes","no","yes","Yes"," Neighbors",5842,"No",105154,2,21,0.3333333,0.9047619,51,1
