"","id","listing_url","name","host_id","host_name","host_since","host_response_rate","host_is_superhost","host_acceptance_rate","host_listings_count","host_verifications","host_has_profile_pic","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bathrooms","bedrooms","beds","price","has_availability","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month"
"13087",1041331229147839744,"https://www.airbnb.com/rooms/1041331229147839688","Cozy Up in The Hills",126426527,"Stephanie","2017-04-18","100%","t","100%",2,"['email', 'phone']","t",78738,30.35104,-97.99088,"Entire rental unit","Entire home/apt",1,1,1,129,"t",5,5,4.91,4.82,4.91,5,4.91,1.89
"13088",1044953125489069312,"https://www.airbnb.com/rooms/1044953125489069370","King Suite in SoCo W Pool, close to Downtown",212256280,"Andrew","2018-08-28","100%","f","98%",5,"['email', 'phone', 'work_email']","t",78704,30.2303074722436,-97.7657627329915,"Entire rental unit","Entire home/apt",1,1,0,80,"t",4.8,4.9,4.9,5,4.8,4.9,4.8,1.78
"13089",1030428753138463616,"https://www.airbnb.com/rooms/1030428753138463581","Apartment ~ Downtown",545892202,"Monthier","2023-11-10","100%","t","99%",6,"['email', 'phone']","t",78701,30.26521,-97.74578,"Entire rental unit","Entire home/apt",1,1,1,105,"t",4.92,4.88,4.88,4.54,4.75,4.96,4.83,3.71
"13090",1044983827803060352,"https://www.airbnb.com/rooms/1044983827803060290","The Treehouse",18514923,"Tim","2014-07-20","100%","f","100%",1,"['email', 'phone']","t",78703,30.2748184486854,-97.759625826929,"Entire rental unit","Entire home/apt",2,1,1,122,"t",4.94,5,5,4.93,4.87,5,5,2.84
"13091",1045003740478910720,"https://www.airbnb.com/rooms/1045003740478910727","Conveniently Located Tiny Home Retreat-Oak Hill!",26066438,"Derek","2015-01-13","100%","t","98%",10,"['email', 'phone']","t",78736,30.248838250328,-97.9221727217649,"Tiny home","Entire home/apt",1,0,0,53,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13092",1041345513862072960,"https://www.airbnb.com/rooms/1041345513862072996","Freshly remodelled 3 bedroom house in central ATX",549945494,"Jake","2023-12-07","100%","f","100%",5,"['email', 'phone']","t",78745,30.1902,-97.78499,"Entire home","Entire home/apt",2.5,3,3,125,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13093",1041470936856681472,"https://www.airbnb.com/rooms/1041470936856681409","Mid-Century Dream with Sauna & Cowboy Pool",42627490,"Gunnar","2015-08-26","100%","f","99%",2,"['email', 'phone']","t",78758,30.3553562536144,-97.7119086713034,"Entire home","Entire home/apt",1.5,2,3,176,"t",4.76,4.82,4.82,4.94,4.82,4.41,4.47,2.66
"13094",1030441282964191744,"https://www.airbnb.com/rooms/1030441282964191760","Cozy Country Cabin in the City",168546043,"Kevin","2018-01-18","100%","f","80%",1,"['email', 'phone']","t",78737,30.22728,-97.91422,"Entire guest suite","Entire home/apt",1,0,0,125,"t",5,5,5,5,5,5,5,0.81
"13095",1041485724478125312,"https://www.airbnb.com/rooms/1041485724478125257","Center ATX, nice gym, pool",549975610,"Ny","2023-12-07","100%","f","95%",3,"['phone']","t",78735,30.2598909,-97.9018309,"Entire rental unit","Entire home/apt",1,1,0,88,"t",3.38,4,3,4.75,4.38,4.38,4.25,1.57
"13096",1045071957750970624,"https://www.airbnb.com/rooms/1045071957750970572","Zen Garden Suite in SoCo, Near Downtown w Pool",212256280,"Andrew","2018-08-28","100%","f","98%",5,"['email', 'phone', 'work_email']","t",78704,30.2316356726421,-97.7660830598587,"Entire rental unit","Entire home/apt",1,1,0,90,"t",4.9,4.9,5,5,5,4.9,4.8,1.78
"13097",1045100707772953216,"https://www.airbnb.com/rooms/1045100707772953238","Charming Room | Private Bath | Grit Daily House",370754207,"Serita","2020-10-05","100%","t","97%",38,"['email', 'phone']","t",78702,30.26249,-97.73309,"Private room in home","Private room",1,1,1,51,"t",4.57,4.57,4.76,4.67,4.81,3.81,4.57,4.04
"13098",1045103890435158656,"https://www.airbnb.com/rooms/1045103890435158616","Master Bedroom | Private Bath | Grit Daily House",370754207,"Serita","2020-10-05","100%","t","97%",38,"['email', 'phone']","t",78702,30.261196512932,-97.7345129635203,"Private room in home","Private room",1,1,1,54,"t",4.73,4.87,4.93,5,5,4.53,4.93,2.65
"13099",1030518014753012096,"https://www.airbnb.com/rooms/1030518014753012075","Urban Cowboy Villas - Heart of 704!",71125104,"Blake","2016-05-09","100%","t","99%",62,"['email', 'phone']","t",78704,30.2505,-97.74511,"Entire home","Entire home/apt",2,4,9,260,"t",4.94,4.88,4.94,4.76,4.82,5,4.88,3.02
"13100",1045222857598284928,"https://www.airbnb.com/rooms/1045222857598284961","Hip and Cozy Home",3479691,"Erin","2012-09-05","100%","t","89%",2,"['email', 'phone']","t",78724,30.3076995552466,-97.653489229643,"Entire home","Entire home/apt",2,3,2,175,"t",5,5,5,5,5,5,5,0.32
"13101",1041517968661388160,"https://www.airbnb.com/rooms/1041517968661388119","Studio Domain Room 119",549986749,"Joseph","2023-12-07","50%","f","43%",9,"['email', 'phone']","t",78758,30.407798698111,-97.7135579012709,"Entire rental unit","Entire home/apt",1,1,0,94,"t",1,1,1,1,1,1,1,0.24
"13102",1041978690750334720,"https://www.airbnb.com/rooms/1041978690750334769","Perfect Home in Travis Heights",88957825,"Alec","2016-08-09","100%","f","100%",1,"['email', 'phone']","t",78704,30.2407566214583,-97.7493544502316,"Entire home","Entire home/apt",1,2,0,141,"t",4.78,4.94,4.72,4.89,5,4.94,4.78,3.18
"13103",1.030750700746e+18,"https://www.airbnb.com/rooms/1030750700745999545","Spacious Pet & Family Friendly Home in Austin",73820428,"Alamaze","2016-05-24","100%","f","100%",1,"['email', 'phone']","t",78754,30.37253,-97.64881,"Entire home","Entire home/apt",2.5,4,0,125,"t",4,5,4,5,5,4,5,1
"13104",1042032705606195072,"https://www.airbnb.com/rooms/1042032705606195046","Texas Retreat w/ Patio, Fireplace & Fenced-In Yard",456475914,"Evolve","2022-04-28","100%","f","99%",870,"['email', 'phone']","t",78758,30.37748,-97.70122,"Entire home","Entire home/apt",2,3,4,147,"t",5,5,5,5,4.86,4.86,4.86,1.24
"13105",1045266841926713216,"https://www.airbnb.com/rooms/1045266841926713243","New! 1 block to SoCo +sleeps 4!",2145939,"Brad","2012-04-15","100%","t","97%",4,"['email', 'phone']","t",78704,30.24145,-97.74919,"Entire home","Entire home/apt",1,0,3,124,"t",5,4.86,5,5,5,5,5,2.12
"13106",1031020572922811392,"https://www.airbnb.com/rooms/1031020572922811376","1BR Treehouse Retreat |Pool & Gym| Near Downtown",77150841,"Kyle","2016-06-11","100%","f","100%",8,"['email', 'phone']","t",78741,30.2255535460433,-97.7257702848961,"Entire rental unit","Entire home/apt",1,1,2,108,"t",4.63,4.63,5,5,4.88,4.38,4.25,1.45
"13107",1045331321617573504,"https://www.airbnb.com/rooms/1045331321617573492","Full Office | Patio | Games | Relax, Work, Play!",44111365,"Sam","2015-09-13","100%","t","91%",1,"['email', 'phone']","t",78745,30.20242,-97.83312,"Entire home","Entire home/apt",2.5,2,4,204,"t",5,5,5,5,5,5,4.92,2.45
"13108",1045507133007459200,"https://www.airbnb.com/rooms/1045507133007459216","Blueground | E Austin, gym & pool, nr airport",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78702,30.2538409,-97.6940816,"Entire rental unit","Entire home/apt",1,1,1,113,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13109",1045507657126241024,"https://www.airbnb.com/rooms/1045507657126240983","Blueground | East Austin, gym & airport access",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78702,30.2538409,-97.6940816,"Entire rental unit","Entire home/apt",1,1,1,104,"t",5,5,5,5,5,5,4.5,0.47
"13110",1042067457284938368,"https://www.airbnb.com/rooms/1042067457284938314","Fernview Casa",932086,"Patricia","2011-08-06","100%","f","88%",1,"['email', 'phone']","t",78745,30.2187739907896,-97.8026166671204,"Entire home","Entire home/apt",2.5,3,3,190,"t",5,5,5,5,5,5,5,3.61
"13111",1042078248442656256,"https://www.airbnb.com/rooms/1042078248442656312","Luxe Tuscan Villa on 1 Acre | Mins to DT Sleeps 18",9933778,"Kelvin","2013-11-11","100%","t","99%",3,"['email', 'phone']","t",78735,30.236977,-97.8103258,"Entire home","Entire home/apt",3.5,6,14,813,"t",5,5,5,5,5,5,5,2.8
"13112",1045508104026639872,"https://www.airbnb.com/rooms/1045508104026639891","Blueground | East Austin, pool & deck, nr shops",107434423,"Blueground","2016-12-16","100%","f","97%",4692,"['email', 'phone', 'work_email']","t",78702,30.2538409,-97.6940816,"Entire rental unit","Entire home/apt",1,1,1,83,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13113",1031032058068677248,"https://www.airbnb.com/rooms/1031032058068677275","1BR Treehouse Escape |Pool & Gym| Near Downtown",77150841,"Kyle","2016-06-11","100%","f","100%",8,"['email', 'phone']","t",78741,30.2251541951522,-97.7259437878377,"Entire rental unit","Entire home/apt",1,1,2,108,"t",4,4.2,3.4,4.2,5,4,4,1.08
"13114",1045657977914419456,"https://www.airbnb.com/rooms/1045657977914419469","Spacious Retreat W/ Private Pool & Plenty of Space",71125104,"Blake","2016-05-09","100%","t","99%",62,"['email', 'phone']","t",78749,30.231418416653,-97.8690365226384,"Entire home","Entire home/apt",2,3,3,107,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13115",1045694977894015360,"https://www.airbnb.com/rooms/1045694977894015373","Comfy Riverside Home with Backyard 7 Min to DT",151274404,"Gabriela","2017-09-19","100%","t","97%",4,"['email', 'phone']","t",78741,30.2313139810395,-97.7167368532858,"Entire home","Entire home/apt",2.5,3,4,109,"t",4.88,4.75,4.88,4.88,4.88,4.88,4.75,1.94
"13116",1042085713877988864,"https://www.airbnb.com/rooms/1042085713877988864","Porches on Travis",71939519,"Jennifer","2016-05-14","100%","t","95%",1,"['email', 'phone']","t",78732,30.4173651006565,-97.8994524993362,"Entire cabin","Entire home/apt",1,2,2,225,"t",5,5,4.84,5,5,5,4.95,3.08
"13117",1048829486964176000,"https://www.airbnb.com/rooms/1048829486964175963","3bd/2ba | Gym | Workspace | Patio | 10 Min to DT",440584436,"Adam","2022-01-15","100%","f","75%",1,"['email', 'phone']","t",78745,30.19834,-97.77935,"Entire home","Entire home/apt",2,3,3,150,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13119",1048920347534193792,"https://www.airbnb.com/rooms/1048920347534193762","South Austin stay 14 stories above Governor’s Row",551109451,"Austin South Park Hotel","2023-12-15","100%","f","88%",1,"['email', 'phone']","t",78744,30.214444,-97.750556,"Room in hotel","Private room",1,1,NA,89,"t",4.47,4.42,4.42,4.68,4.28,4.32,4.49,9.19
"13120",1049237805895918592,"https://www.airbnb.com/rooms/1049237805895918622","Overlook Oasis-Stunning Views-Pool and Spa!",26066438,"Derek","2015-01-13","100%","t","98%",10,"['email', 'phone']","t",78733,30.34088,-97.88348,"Entire home","Entire home/apt",3.5,4,8,1059,"t",5,5,5,4.88,5,4.88,4.88,1.98
"13121",1045716808837457664,"https://www.airbnb.com/rooms/1045716808837457667","Spacious 3BD/2BA Retreat- Conveniently Located!",26066438,"Derek","2015-01-13","100%","t","98%",10,"['email', 'phone']","t",78736,30.2488831338467,-97.9201441460797,"Entire home","Entire home/apt",2,3,0,179,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13122",1045735874954760704,"https://www.airbnb.com/rooms/1045735874954760754","Stylish 1BR | Zilker | Evonify 5567",274552333,"Evonify","2019-07-08","100%","f","98%",119,"['email', 'phone']","t",78704,30.2520215233218,-97.7729569253258,"Entire rental unit","Entire home/apt",1,1,2,59,"t",4.06,4.13,4.25,4.38,4.5,4.44,3.94,2.58
"13123",1031106264763414144,"https://www.airbnb.com/rooms/1031106264763414140","Close to Barton Springs + Zilker | King BR + Patio",251180254,"Jon - Austin Vacay","2019-03-25","100%","f","100%",16,"['email', 'phone']","t",78704,30.2604397277879,-97.7736100253682,"Entire rental unit","Entire home/apt",1,1,2,118,"t",4.96,5,4.85,4.81,4.96,4.92,5,4.15
"13124",1045741714680312320,"https://www.airbnb.com/rooms/1045741714680312363","Huge Combined Property 2 houses/8BD/4BA/20 guests",5529724,"Michael & Deborah","2013-03-19","100%","t","93%",3,"['email', 'phone', 'work_email']","t",78704,30.2485320184118,-97.7585325470634,"Entire home","Entire home/apt",6,8,8,614,"t",5,5,5,5,5,5,5,1.02
"13125",1045766575073347072,"https://www.airbnb.com/rooms/1045766575073347127","Simple chic home close to south congress",114107240,"Paige","2017-01-31","100%","t","100%",1,"['email', 'phone']","t",78741,30.227634115855,-97.7420555849058,"Entire townhouse","Entire home/apt",2,3,3,250,"t",4.81,4.69,4.81,4.94,4.94,4.56,4.81,2.82
"13126",1.045794183008e+18,"https://www.airbnb.com/rooms/1045794183007996893","Modern Riverside Home 7 min to DT with grill",151274404,"Gabriela","2017-09-19","100%","t","97%",4,"['email', 'phone']","t",78741,30.2303483659813,-97.7173982958749,"Entire home","Entire home/apt",2,2,0,116,"t",5,5,5,5,5,5,5,2.43
"13127",1049368806831769728,"https://www.airbnb.com/rooms/1049368806831769686","Upstay - Pet-Friendly Southwest Austin Home w BBQ",512324279,"Brix","2023-04-29","99%","f","99%",36,"['phone']","t",78749,30.2078976061411,-97.8474320262268,"Entire home","Entire home/apt",2.5,3,5,113,"t",4.83,4.83,5,4.33,4.83,4.67,4.67,1.13
"13128",1.049520689799e+18,"https://www.airbnb.com/rooms/1049520689799001003","Beautiful 2BD/2BA in Riverside - 10mins Airport",274552333,"Evonify","2019-07-08","100%","f","98%",119,"['email', 'phone']","t",78741,30.2363197244159,-97.7266012488291,"Entire rental unit","Entire home/apt",1,2,3,108,"t",4.89,4.95,5,4.68,4.74,4.58,4.84,3.18
"13129",1049522100292764288,"https://www.airbnb.com/rooms/1049522100292764317","Amazing View, Spacious, Safe & Quiet Stay!",363203854,"Blue And Bridge","2020-08-18","96%","t","99%",5,"['email', 'phone']","t",78723,30.30719,-97.67294,"Entire home","Entire home/apt",2.5,3,3,125,"t",5,4.94,5,5,5,4.82,5,3.02
"13130",1049522104002295296,"https://www.airbnb.com/rooms/1049522104002295314","Beautiful 1BR in Riverside - 10mins Airport",274552333,"Evonify","2019-07-08","100%","f","98%",119,"['email', 'phone']","t",78741,30.23727,-97.72514,"Entire rental unit","Entire home/apt",1,1,2,96,"t",4.82,4.91,4.82,4.73,5,4.73,4.91,2.01
"13131",1049522145893436032,"https://www.airbnb.com/rooms/1049522145893435998","Beautiful 1BR in Riverside - 10mins Airport",274552333,"Evonify","2019-07-08","100%","f","98%",119,"['email', 'phone']","t",78741,30.23716,-97.72661,"Entire rental unit","Entire home/apt",1,1,2,98,"t",4.72,4.72,4.83,4.61,4.89,4.72,4.72,3.25
"13133",1049548733126309632,"https://www.airbnb.com/rooms/1049548733126309669","The Tiny Suite | Walk to all the best of East ATX!",343836805,"Juno","2020-04-13","100%","t","100%",58,"['email', 'phone']","t",78702,30.26268,-97.71811,"Entire home","Entire home/apt",1,1,1,96,"t",4.8,5,4.8,5,5,4.8,4.6,3
"13134",1049601032351180160,"https://www.airbnb.com/rooms/1049601032351180111","Holly Hideaway 3 bed Modern Chic",9931650,"Gina","2013-11-10","100%","t","98%",27,"['email', 'phone']","t",78702,30.25428,-97.72777,"Entire home","Entire home/apt",2,3,3,176,"t",4.67,4.83,5,5,5,4.67,4.83,1.46
"13135",1045864179726021888,"https://www.airbnb.com/rooms/1045864179726021831","NEW Austin Hill Country -Heated Pool, Rooftop Deck",16443009,"Rachel","2014-06-05","100%","f","100%",1,"['email', 'phone', 'work_email']","t",78737,30.1316149125454,-97.9706936171731,"Entire home","Entire home/apt",2.5,3,3,249,"t",5,4.87,5,5,4.93,5,5,3.52
"13136",1045997796536636928,"https://www.airbnb.com/rooms/1045997796536636941","UT travelers private room",85727530,"Shawyan","2016-07-24","100%","f","100%",3,"['email', 'phone']","t",78705,30.2889348249609,-97.7508578449488,"Private room in rental unit","Private room",1,1,0,58,"t",4.78,4.78,4.67,4.78,4.78,4.78,4.56,2.48
"13137",1049936732998527616,"https://www.airbnb.com/rooms/1049936732998527581","Cozy bungalow mins from S Lamar and downtown ATX!",393620315,"Jessica","2021-03-21","100%","t","96%",18,"['email', 'phone']","t",78745,30.1987268441387,-97.8003274408013,"Entire home","Entire home/apt",2,3,0,171,"t",4.93,4.93,5,4.93,4.93,4.79,4.86,3.47
"13139",1046317450867294976,"https://www.airbnb.com/rooms/1046317450867295034","ATX 1x1 off Guad by UT/DKR/Moody",276920863,"Susana","2019-07-17","99%","f","100%",51,"['email', 'phone']","t",78705,30.29463,-97.73966,"Entire rental unit","Entire home/apt",1,1,2,45,"t",4,4.14,3.86,4.71,4.14,4.43,4.29,1.74
"13140",1031174794037905408,"https://www.airbnb.com/rooms/1031174794037905384","Entire 3 Bedroom/2 bath only 10 min from DT Austin",285364413,"Christian","2019-08-13","100%","f","69%",75,"['email', 'phone']","t",78741,30.22852,-97.73761,"Entire home","Entire home/apt",2,3,3,99,"t",NA,NA,NA,NA,NA,NA,NA,NA
"13141",1046429226513840384,"https://www.airbnb.com/rooms/1046429226513840323","Metropolitan Room Near Downtown (3)",5834228,"Leo","2013-04-08","99%","t","99%",38,"['email', 'phone', 'work_email']","t",78722,30.2882706401301,-97.7091750333033,"Private room in home","Private room",1,1,1,49,"t",4.75,4.83,4.96,4.83,4.92,4.83,4.54,4.62
"13142",1049970981629025664,"https://www.airbnb.com/rooms/1049970981629025692","Private room in modern 2 story home",58476111,"Matt","2016-02-12","100%","f","77%",4,"['email', 'phone']","t",78723,30.31619,-97.67945,"Private room in home","Private room",1,1,1,46,"t",5,5,5,5,5,5,5,1.27
"13143",1031180613080490368,"https://www.airbnb.com/rooms/1031180613080490357","Entire 3 Bedroom/2 bath only 10 min from DT Aust",285364413,"Christian","2019-08-13","100%","f","69%",75,"['email', 'phone']","t",78741,30.2304305748054,-97.7374861990855,"Entire home","Entire home/apt",2,3,3,129,"t",4.63,4.5,4.25,5,5,4.13,4.5,1.54
"13144",1050012268890854272,"https://www.airbnb.com/rooms/1050012268890854243","The Capt's Quarters ~ South Austin Gem!",502694171,"Jessica","2023-02-25","100%","t","99%",22,"['email', 'phone']","t",78704,30.2541526583493,-97.7652278972788,"Entire rental unit","Entire home/apt",1,2,0,80,"t",4.5,4.8,4.4,4.8,5,4.6,4.5,1.92
"13145",1050036144984415488,"https://www.airbnb.com/rooms/1050036144984415466","Lux Penthouse in the heart of Rainey",30225950,"Eastside Villas","2015-03-29","95%","t","99%",44,"['email', 'phone', 'work_email']","t",78701,30.25538,-97.73926,"Entire condo","Entire home/apt",2,2,4,313,"t",4.83,5,4.67,4.67,4.5,4.83,4.5,1.15
"13146",1050050413338203904,"https://www.airbnb.com/rooms/1050050413338203934","Lux Riverside Penthouse",30225950,"Eastside Villas","2015-03-29","95%","t","99%",44,"['email', 'phone', 'work_email']","t",78701,30.2573531971862,-97.7383487438102,"Entire condo","Entire home/apt",2,2,4,293,"t",4.8,5,5,4.8,5,5,4.8,0.96
"13147",1050063868176012032,"https://www.airbnb.com/rooms/1050063868176012070","Modern Riverside Penthouse",30225950,"Eastside Villas","2015-03-29","95%","t","99%",44,"['email', 'phone', 'work_email']","t",78701,30.2555924341252,-97.7398074168036,"Entire condo","Entire home/apt",2,2,3,313,"t",5,5,5,5,5,4.67,4.67,1.53
"13148",1050075031752413312,"https://www.airbnb.com/rooms/1050075031752413309","Modern Lux Suite in the heart of Rainey",30225950,"Eastside Villas","2015-03-29","95%","t","99%",44,"['email', 'phone', 'work_email']","t",78701,30.2567694309481,-97.739712939613,"Entire condo","Entire home/apt",1,1,2,176,"t",3.67,4.33,5,2.67,3.33,4.67,3.33,0.96
"13149",1046433108859444096,"https://www.airbnb.com/rooms/1046433108859444116","Metropolitan Room Near Downtown (2)",5834228,"Leo","2013-04-08","99%","t","99%",38,"['email', 'phone', 'work_email']","t",78722,30.28652,-97.70867,"Private room in home","Private room",1,1,1,51,"t",4.97,5,4.94,4.97,5,4.76,4.91,6.04
"13150",1046446724556255360,"https://www.airbnb.com/rooms/1046446724556255368","Apartment ~ East Downtown",545892202,"Monthier","2023-11-10","100%","t","99%",6,"['email', 'phone']","t",78701,30.2618653368375,-97.7423852591476,"Entire rental unit","Entire home/apt",1,1,1,100,"t",4.25,4.31,4.75,4.38,4.38,4.13,4.25,3.75
